job,trial,task,variant,model,reward,exception,stop_reason,steps,llm_calls,prompt_tokens,cached_tokens,prefill_computed,completion_tokens,prefill_s,decode_s,tool_s,compactions,repeat_warnings,format_errors,tool_errors,agent_wall_s,suspended
exp-full-t2,wordfreq-cli-options__hXV2p6T,wordfreq-cli-options,full,local/qwen3-8b,0.0,False,max_steps,30,30,120046,112208,7838,2097,93.05668899999999,155.71805199906976,8.500332000898197,0,19,0,10,257.44674,False
exp-truncate-t1,billing-decimal__5AuVLE3,billing-decimal,truncate,local/qwen3-8b,0.0,False,max_steps,30,30,121813,114691,7122,1308,63.249301,79.00847425096782,7.147721290966729,0,19,0,10,149.552514,False
exp-truncate-t1,config-deep-merge__bTu7J5g,config-deep-merge,truncate,local/qwen3-8b,0.0,False,max_steps,30,30,92029,86935,5094,789,54.53221,50.993735917033824,5.556239664903842,0,18,0,6,111.247787,False
exp-truncate-t1,csv-report-totals__YkPUyuo,csv-report-totals,truncate,local/qwen3-8b,0.0,False,submitted,8,8,10816,9573,1243,218,10.704409,12.112773333004894,1.104928749060491,0,2,0,1,24.008883,False
exp-truncate-t1,daterange-inclusive__BKqXDRJ,daterange-inclusive,truncate,local/qwen3-8b,0.0,False,max_steps,30,30,114938,108918,6020,1353,43.30488,79.63259495816204,5.596225790970493,0,21,0,11,128.686216,False
exp-truncate-t1,inventory-oversell__rUmDWs3,inventory-oversell,truncate,local/qwen3-8b,1.0,False,submitted,11,11,20305,18011,2294,453,23.185877,31.36973678999846,1.8363098749832716,0,4,0,2,56.500211,False
exp-truncate-t1,log-error-summary__tnwHKZG,log-error-summary,truncate,local/qwen3-8b,0.0,False,submitted,11,11,25292,22652,2640,382,25.112496,25.021900874986123,1.8404609180579428,0,2,0,2,52.077988,False
exp-truncate-t1,lru-cache-recency__fTzdsHW,lru-cache-recency,truncate,local/qwen3-8b,0.0,False,max_steps,30,30,120852,113771,7081,1048,48.056652,60.621949622901624,8.13386129209539,0,21,0,10,116.985909,False
exp-truncate-t1,pagination-pages__JgkgE3k,pagination-pages,truncate,local/qwen3-8b,0.0,False,max_steps,30,30,268979,251313,17666,934,227.219021,77.1290160870966,30.752360418002354,0,27,0,27,335.281956,False
exp-truncate-t1,retry-decorator__nk8CR65,retry-decorator,truncate,local/qwen3-8b,0.0,False,max_steps,30,30,83090,78187,4903,1283,64.109752,141.62026716604697,7.003829499997664,0,13,0,10,212.885987,False
exp-truncate-t1,schema-validator-paths__LvnhMp2,schema-validator-paths,truncate,local/qwen3-8b,0.0,False,max_steps,30,30,116212,110249,5963,1441,60.339023000000005,97.30874212695244,5.358999085001415,0,20,0,15,163.15865,False
exp-truncate-t1,slugify-rules__ALSkioz,slugify-rules,truncate,local/qwen3-8b,0.0,False,max_steps,30,30,97279,91865,5414,1492,53.720667999999996,96.97138408207131,5.625233371014474,0,25,0,20,156.485016,False
exp-truncate-t1,wordfreq-cli-options__LgNwVQ8,wordfreq-cli-options,truncate,local/qwen3-8b,0.0,False,max_steps,30,30,104951,98354,6597,2921,76.444599,214.12793729202022,5.2817331680853385,0,18,0,10,296.018611,False
exp-truncate-t2,billing-decimal__eG6ppod,billing-decimal,truncate,local/qwen3-8b,0.0,False,max_steps,30,30,114346,108016,6330,1512,74.319975,105.97841416409062,6.808128040138399,0,15,0,11,187.26488,False
exp-truncate-t2,config-deep-merge__4p5qBca,config-deep-merge,truncate,local/qwen3-8b,0.0,False,submitted,14,14,26367,23955,2412,437,28.041055,29.896653288925933,2.392890957999043,0,5,0,4,60.447337,False
exp-truncate-t2,csv-report-totals__Q2o7ebm,csv-report-totals,truncate,local/qwen3-8b,0.0,False,submitted,11,11,18556,16601,1955,317,22.106742999999998,22.814592000050023,2.2871221688983496,0,3,0,2,47.306446,False
exp-truncate-t2,daterange-inclusive__vXMwA4W,daterange-inclusive,truncate,local/qwen3-8b,0.0,False,max_steps,30,30,115342,109303,6039,1348,79.47874,103.9188590828767,8.042856209998718,0,18,0,11,191.650909,False
exp-truncate-t2,inventory-oversell__qToSMbR,inventory-oversell,truncate,local/qwen3-8b,1.0,False,submitted,11,11,20316,18021,2295,453,27.932796,34.04259871098571,2.4073565850267187,0,4,0,2,64.543811,False
exp-truncate-t2,log-error-summary__QaKBSWU,log-error-summary,truncate,local/qwen3-8b,0.0,False,max_steps,30,30,114222,108451,5771,1107,74.365068,83.40278283004507,5.756294497958152,0,12,0,8,163.681439,False
exp-truncate-t2,lru-cache-recency__QTnFjiS,lru-cache-recency,truncate,local/qwen3-8b,0.0,False,max_steps,30,30,113043,106787,6256,1353,77.417037,107.23091699905416,10.826923833083129,0,24,0,10,195.659229,False
exp-truncate-t2,pagination-pages__a6LLtkD,pagination-pages,truncate,local/qwen3-8b,0.0,False,max_steps,30,30,253419,236447,16972,917,230.092621,71.87901220693654,22.233041664003395,0,27,0,25,324.38141,False
exp-truncate-t2,retry-decorator__DSEGLq3,retry-decorator,truncate,local/qwen3-8b,0.0,False,max_steps,30,30,117351,109774,7577,2572,102.000121,237.4942527919675,11.42806220811326,0,15,0,7,351.140427,False
exp-truncate-t2,schema-validator-paths__DYdpnmH,schema-validator-paths,truncate,local/qwen3-8b,0.0,False,max_steps,30,30,116309,109911,6398,1450,74.599193,108.85314416696384,5.508091129886452,0,19,0,14,189.164165,False
exp-truncate-t2,slugify-rules__UXRtCVS,slugify-rules,truncate,local/qwen3-8b,0.0,False,max_steps,30,30,91933,86867,5066,1561,65.327227,121.45867237597281,7.272927371959668,0,18,0,10,194.299803,False
exp-truncate-t2,wordfreq-cli-options__PE2rzmL,wordfreq-cli-options,truncate,local/qwen3-8b,0.0,False,max_steps,30,30,104029,98498,5531,1769,71.16744800000001,142.1371073350239,7.492136711982312,0,15,0,6,220.945191,False
exp-rolling-t1,billing-decimal__TTUo9hj,billing-decimal,rolling,local/qwen3-8b,0.0,False,max_steps,30,30,69200,49182,20018,1283,147.13761300000002,71.12532529397764,4.354187001968967,0,23,0,13,222.749711,False
exp-rolling-t1,config-deep-merge__J32dJZM,config-deep-merge,rolling,local/qwen3-8b,0.0,False,submitted,18,18,26529,18962,7567,540,110.02957400000001,70.1293002940803,4.364009542041458,0,6,0,5,184.71995,False
exp-rolling-t1,csv-report-totals__dkbWMn2,csv-report-totals,rolling,local/qwen3-8b,0.0,False,submitted,12,12,16342,10703,5639,327,79.125415,40.99444533301218,2.7533220849873032,0,6,0,1,123.040465,False
exp-rolling-t1,daterange-inclusive__iYMsYRq,daterange-inclusive,rolling,local/qwen3-8b,0.0,False,submitted,10,10,13368,8758,4610,390,58.606156000000006,38.724879624956706,2.3531346259405836,0,2,0,2,99.829673,False
exp-rolling-t1,inventory-oversell__ZxAQpJZ,inventory-oversell,rolling,local/qwen3-8b,0.0,False,max_steps,30,30,64886,46054,18832,1239,310.860277,168.67793433202291,14.22107512387447,0,18,0,13,494.131136,False
exp-rolling-t1,log-error-summary__H8MNpyy,log-error-summary,rolling,local/qwen3-8b,0.0,False,submitted,20,20,56679,24582,32097,709,414.042747,57.813980583915914,4.266278124967357,0,8,0,2,476.257671,False
exp-rolling-t1,lru-cache-recency__hmyoHfW,lru-cache-recency,rolling,local/qwen3-8b,0.0,False,max_steps,30,30,66100,45275,20825,1307,278.89693300000005,151.95339379201687,8.458862496976508,0,23,0,10,439.52268,False
exp-rolling-t1,pagination-pages__KehpTuv,pagination-pages,rolling,local/qwen3-8b,0.0,False,max_steps,30,30,118101,49176,68925,1339,768.405626,102.13904037701263,11.280934003938455,0,19,0,12,882.014103,False
exp-rolling-t1,retry-decorator__fuJJtqj,retry-decorator,rolling,local/qwen3-8b,0.0,False,submitted,10,10,12323,9345,2978,449,37.250004000000004,50.6206335019683,2.5444028759666253,0,1,0,0,90.58922,False
exp-rolling-t1,schema-validator-paths__9W3ZZiH,schema-validator-paths,rolling,local/qwen3-8b,0.0,False,max_steps,30,30,59519,40964,18555,935,166.27937400000002,54.44604908198172,5.409916041011456,0,15,0,11,226.278387,False
exp-rolling-t1,slugify-rules__7TLZsGg,slugify-rules,rolling,local/qwen3-8b,0.0,False,max_steps,30,30,62783,47600,15183,1429,172.613248,113.89463641803887,8.688912871148204,0,24,0,16,295.460402,False
exp-rolling-t1,wordfreq-cli-options__sunQi6U,wordfreq-cli-options,rolling,local/qwen3-8b,0.0,False,max_steps,30,30,65398,51008,14390,1460,217.937304,195.35625679292482,15.26463445997797,0,14,0,8,428.832454,False
exp-rolling-t2,billing-decimal__ZFsbjwy,billing-decimal,rolling,local/qwen3-8b,0.0,False,max_steps,30,30,72394,50650,21744,2011,235.506892,162.8491948780769,9.296394201053772,0,16,0,12,407.841611,False
exp-rolling-t2,config-deep-merge__biHtHCo,config-deep-merge,rolling,local/qwen3-8b,0.0,False,submitted,26,26,43402,33260,10142,774,110.00511900000001,52.63203370493412,5.55392095996649,0,11,0,10,168.347363,False
exp-rolling-t2,csv-report-totals__xBbP8Q3,csv-report-totals,rolling,local/qwen3-8b,0.0,False,submitted,17,17,25751,17050,8701,445,94.55352099999999,30.52506445993804,4.198147917020833,0,9,0,3,129.401551,False
exp-rolling-t2,daterange-inclusive__uuWcEQM,daterange-inclusive,rolling,local/qwen3-8b,0.0,False,max_steps,30,30,69058,48152,20906,1468,238.448063,115.3825770400179,10.836452873947565,0,19,0,9,364.846447,False
exp-rolling-t2,inventory-oversell__z32MoYt,inventory-oversell,rolling,local/qwen3-8b,0.0,False,max_steps,30,30,67643,45526,22117,1283,226.981921,94.53971512583536,9.691190582991112,0,19,0,12,331.392617,False
exp-rolling-t2,log-error-summary__GRKGYUC,log-error-summary,rolling,local/qwen3-8b,0.0,False,submitted,10,10,37534,17512,20022,308,231.37100099999998,23.216309041009918,3.0526327900588512,0,4,0,1,257.766485,False
exp-rolling-t2,lru-cache-recency__Rk5UQmS,lru-cache-recency,rolling,local/qwen3-8b,0.0,False,max_steps,30,30,67621,44412,23209,1167,259.371429,86.29869091291656,10.589083919097902,0,25,0,10,356.437527,False
exp-rolling-t2,pagination-pages__xADrk6Q,pagination-pages,rolling,local/qwen3-8b,0.0,False,max_steps,30,30,116382,48928,67454,1039,760.391802,79.86776829199343,14.953903374902438,0,18,0,13,855.402528,False
exp-rolling-t2,retry-decorator__qppssLr,retry-decorator,rolling,local/qwen3-8b,0.0,False,max_steps,30,30,64169,44595,19574,1165,177.03008,72.76827320604616,8.806620873976499,0,23,0,12,258.752423,False
exp-rolling-t2,schema-validator-paths__m3Hjhbe,schema-validator-paths,rolling,local/qwen3-8b,0.0,False,max_steps,30,30,58426,41725,16701,1040,185.727203,72.33931420497757,6.242805747984676,0,9,0,5,264.474426,False
exp-rolling-t2,slugify-rules__ZCACsZa,slugify-rules,rolling,local/qwen3-8b,0.0,False,max_steps,30,30,61904,47486,14418,1381,158.015527,105.08095529295271,8.234498460049508,0,23,0,13,271.523641,False
exp-rolling-t2,wordfreq-cli-options__AsAusZa,wordfreq-cli-options,rolling,local/qwen3-8b,0.0,False,max_steps,30,30,69174,52236,16938,1915,179.27311,141.33461396001266,7.951932621974265,0,12,0,6,328.736486,False
exp-compaction-t1,billing-decimal__QxfHigP,billing-decimal,compaction,local/qwen3-8b,0.0,False,max_steps,30,30,131929,124179,7750,1197,87.922607,87.38292062397565,6.693033379968256,0,24,0,13,182.170561,False
exp-compaction-t1,config-deep-merge__tn9H6Bq,config-deep-merge,compaction,local/qwen3-8b,0.0,False,submitted,19,19,40063,37189,2874,601,32.677617,40.338874373971805,3.3132327109924518,0,5,0,7,76.448768,False
exp-compaction-t1,csv-report-totals__Xw6RBgr,csv-report-totals,compaction,local/qwen3-8b,0.0,False,submitted,11,11,18556,16601,1955,317,21.541644,19.824740293010922,1.8832572499813978,0,3,0,2,43.387566,False
exp-compaction-t1,daterange-inclusive__HZ7ZH9o,daterange-inclusive,compaction,local/qwen3-8b,0.0,False,submitted,30,30,114369,108532,5837,1271,55.927192000000005,82.34313750296417,7.129850458964938,0,17,0,12,145.563151,False
exp-compaction-t1,inventory-oversell__wDtPWEJ,inventory-oversell,compaction,local/qwen3-8b,1.0,False,submitted,11,11,20297,18003,2294,453,25.303365,29.895313123939317,2.180136750015663,0,4,0,2,57.58561,False
exp-compaction-t1,log-error-summary__hFTRZ6a,log-error-summary,compaction,local/qwen3-8b,0.0,False,submitted,30,31,291085,268569,22516,1457,266.360198,127.18685629403112,6.792101584956981,1,12,0,6,400.492348,False
exp-compaction-t1,lru-cache-recency__peBJm8R,lru-cache-recency,compaction,local/qwen3-8b,0.0,False,max_steps,30,30,104422,98564,5858,1507,49.220324999999995,104.02991612311075,8.330516874993918,0,17,0,13,161.821317,False
exp-compaction-t1,pagination-pages__Qf9NX5R,pagination-pages,compaction,local/qwen3-8b,0.0,False,max_steps,30,33,215894,165274,50620,2107,621.632885,190.74494050102564,12.686770708969561,3,19,0,10,825.25954,False
exp-compaction-t1,retry-decorator__2zamzuU,retry-decorator,compaction,local/qwen3-8b,0.0,False,max_steps,30,30,82439,77835,4604,1567,63.090503,122.1460484599951,6.1093616210564505,0,17,0,4,191.50998,False
exp-compaction-t1,schema-validator-paths__CKVopKy,schema-validator-paths,compaction,local/qwen3-8b,0.0,False,max_steps,30,30,120590,114154,6436,1239,70.50856200000001,84.44484716502754,6.142195166932652,0,15,0,13,161.257453,False
exp-compaction-t1,slugify-rules__JGfwHtr,slugify-rules,compaction,local/qwen3-8b,0.0,False,submitted,10,10,14156,12696,1460,379,15.389804,25.232671915966787,2.37420683100936,0,2,0,2,43.119952,False
exp-compaction-t1,wordfreq-cli-options__ewvZLyA,wordfreq-cli-options,compaction,local/qwen3-8b,0.0,False,max_steps,30,30,119958,112814,7144,2210,95.232345,182.34443579191827,9.273111209069612,0,16,0,11,287.025738,False
exp-compaction-t2,billing-decimal__TzavXDW,billing-decimal,compaction,local/qwen3-8b,0.0,False,max_steps,30,30,113394,107073,6321,1392,68.72696499999999,91.47715004295772,9.36319849701249,0,18,0,11,169.747968,False
exp-compaction-t2,config-deep-merge__FoWg6xU,config-deep-merge,compaction,local/qwen3-8b,0.0,False,submitted,16,16,31657,29022,2635,494,22.295240999999997,28.102528000061092,2.787171875999775,0,5,0,6,53.310056,False
exp-compaction-t2,csv-report-totals__wBtoKEr,csv-report-totals,compaction,local/qwen3-8b,0.0,False,submitted,8,8,10816,9573,1243,218,9.473257,11.760711251006445,1.220048168062931,0,2,0,1,22.557214,False
exp-compaction-t2,daterange-inclusive__o8BBVQB,daterange-inclusive,compaction,local/qwen3-8b,0.0,False,max_steps,30,30,121156,113964,7192,1318,82.189217,100.95686508296704,14.542163916979916,0,15,0,10,197.925466,False
exp-compaction-t2,inventory-oversell__8foyPSA,inventory-oversell,compaction,local/qwen3-8b,1.0,False,submitted,15,15,29580,26802,2778,563,24.428956999999997,32.56370216409786,3.517279000923736,0,4,0,5,60.693086,False
exp-compaction-t2,log-error-summary__Gk3LAsJ,log-error-summary,compaction,local/qwen3-8b,0.0,False,submitted,20,20,45851,42919,2932,689,25.989727,39.114183538979105,4.238932711974485,0,11,0,1,69.471957,False
exp-compaction-t2,lru-cache-recency__pcv4ksN,lru-cache-recency,compaction,local/qwen3-8b,0.0,False,max_steps,30,30,121933,114883,7050,1077,78.10931,73.87480137508811,7.934211379062617,0,21,0,10,160.204871,False
exp-compaction-t2,pagination-pages__vTJDKZw,pagination-pages,compaction,local/qwen3-8b,0.0,False,max_steps,30,34,218197,162184,56013,2556,555.706869,191.52749145806737,12.651538412872469,4,18,0,13,760.070247,False
exp-compaction-t2,retry-decorator__rJxgKtR,retry-decorator,compaction,local/qwen3-8b,0.0,False,max_steps,30,30,108461,101226,7235,1487,71.55885099999999,94.080861167962,9.750309002149152,0,17,0,7,175.58793,False
exp-compaction-t2,schema-validator-paths__AGgQmj8,schema-validator-paths,compaction,local/qwen3-8b,0.0,False,max_steps,30,30,126080,118767,7313,1222,72.676924,74.6322476269555,6.1070810010132845,0,19,0,7,153.578986,False
exp-compaction-t2,slugify-rules__jHdWf8b,slugify-rules,compaction,local/qwen3-8b,0.0,False,max_steps,30,30,94259,89071,5188,1561,50.744679,93.74568408401264,7.585254831094062,0,18,0,10,152.252428,False
exp-compaction-t2,wordfreq-cli-options__LZjREve,wordfreq-cli-options,compaction,local/qwen3-8b,0.0,False,max_steps,30,30,125122,117213,7909,1870,77.39594199999999,121.17890608401206,10.55145791504765,0,19,0,11,209.304937,False
exp-no-repeat-guard-t1,billing-decimal__pyPuQar,billing-decimal,no-repeat-guard,local/qwen3-8b,0.0,False,max_steps,30,30,102799,97246,5553,1407,53.896685,86.36714812197869,8.615171917888802,0,0,0,10,149.071202,False
exp-no-repeat-guard-t1,config-deep-merge__heeipgf,config-deep-merge,no-repeat-guard,local/qwen3-8b,0.0,False,submitted,15,15,27156,24972,2184,469,18.607495,26.671993085157936,2.7110343359818216,0,0,0,6,48.123436,False
exp-no-repeat-guard-t1,csv-report-totals__MCLikCx,csv-report-totals,no-repeat-guard,local/qwen3-8b,0.0,False,submitted,7,7,8937,7871,1066,184,7.717558,10.084616334035953,1.1220927070244215,0,0,0,1,19.021951,False
exp-no-repeat-guard-t1,daterange-inclusive__VvNXMfs,daterange-inclusive,no-repeat-guard,local/qwen3-8b,0.0,False,submitted,14,14,25539,23171,2368,659,20.981986,38.2108137910534,3.8881866250012536,0,0,0,3,63.196216,False
exp-no-repeat-guard-t1,inventory-oversell__DJLdcwZ,inventory-oversell,no-repeat-guard,local/qwen3-8b,0.0,False,max_steps,30,30,109791,103441,6350,1444,58.615824,86.9928265439307,7.5767399560136255,0,0,0,14,153.350363,False
exp-no-repeat-guard-t1,log-error-summary__BTZjhrq,log-error-summary,no-repeat-guard,local/qwen3-8b,0.0,False,submitted,6,6,8060,6922,1138,178,8.746132,9.596810752031377,1.1150415419833735,0,0,0,1,19.558673,False
exp-no-repeat-guard-t1,lru-cache-recency__vhPpFns,lru-cache-recency,no-repeat-guard,local/qwen3-8b,0.0,False,max_steps,30,30,100181,94988,5193,1406,50.71638,85.68148316597019,7.659592671028804,0,0,0,10,144.210487,False
exp-no-repeat-guard-t1,pagination-pages__yhD8EyZ,pagination-pages,no-repeat-guard,local/qwen3-8b,0.0,False,context_limit,9,9,113762,85955,27807,270,354.79740400000003,19.675626499997534,7.264398873900063,0,0,0,7,381.874167,False
exp-no-repeat-guard-t1,retry-decorator__pNfxCSj,retry-decorator,no-repeat-guard,local/qwen3-8b,0.0,False,max_steps,30,30,111445,104300,7145,2020,66.807077,125.51738541698926,8.772086369048338,0,0,0,11,201.2552,False
exp-no-repeat-guard-t1,schema-validator-paths__GZyu2TU,schema-validator-paths,no-repeat-guard,local/qwen3-8b,0.0,False,max_steps,30,30,127055,119800,7255,1301,72.158099,81.77861079404123,9.30148045506212,0,0,0,11,163.398997,False
exp-no-repeat-guard-t1,slugify-rules__edt743b,slugify-rules,no-repeat-guard,local/qwen3-8b,0.0,False,submitted,10,10,14063,12649,1414,379,11.508398,21.04323383400873,2.0714139180490747,0,0,0,2,34.723577,False
exp-no-repeat-guard-t1,wordfreq-cli-options__yqWYFqs,wordfreq-cli-options,no-repeat-guard,local/qwen3-8b,0.0,False,max_steps,30,30,108455,102453,6002,1966,56.673567999999996,120.06631762595332,6.444925252959365,0,0,0,11,183.420779,False
exp-no-repeat-guard-t2,billing-decimal__hsddXo4,billing-decimal,no-repeat-guard,local/qwen3-8b,0.0,False,max_steps,30,30,105058,99336,5722,1327,50.705997,77.58568945595201,18.38444862596225,0,0,0,27,146.971713,False
exp-no-repeat-guard-t2,config-deep-merge__SzuJahH,config-deep-merge,no-repeat-guard,local/qwen3-8b,0.0,False,submitted,18,18,35683,33173,2510,568,22.459235,34.208991122972556,4.571506459004013,0,0,0,6,61.416026,False
exp-no-repeat-guard-t2,csv-report-totals__ms4i4q9,csv-report-totals,no-repeat-guard,local/qwen3-8b,0.0,False,submitted,7,7,8937,7871,1066,184,7.821652,10.105380626030268,1.2935540020116605,0,0,0,1,19.319545,False
exp-no-repeat-guard-t2,daterange-inclusive__afMG6Jm,daterange-inclusive,no-repeat-guard,local/qwen3-8b,1.0,False,submitted,18,18,39749,36641,3108,815,27.841258999999997,45.94085045602041,3.820283083972754,0,0,0,4,77.730149,False
exp-no-repeat-guard-t2,inventory-oversell__zXtnHfY,inventory-oversell,no-repeat-guard,local/qwen3-8b,0.0,False,max_steps,30,30,120366,112783,7583,1482,72.24887799999999,90.39919162700096,8.572957498923643,0,0,0,13,171.398667,False
exp-no-repeat-guard-t2,log-error-summary__xewsQt6,log-error-summary,no-repeat-guard,local/qwen3-8b,0.0,False,submitted,6,6,8060,6922,1138,178,8.817544,9.64837862503691,1.1717767079826444,0,0,0,1,19.739023,False
exp-no-repeat-guard-t2,lru-cache-recency__td639EY,lru-cache-recency,no-repeat-guard,local/qwen3-8b,0.0,False,max_steps,30,30,110474,104294,6180,1038,58.168135,60.282368495987505,6.832139165111585,0,0,0,11,125.435148,False
exp-no-repeat-guard-t2,pagination-pages__g2FY92N,pagination-pages,no-repeat-guard,local/qwen3-8b,0.0,False,context_limit,11,11,149895,121584,28311,308,355.829433,21.750875375996543,5.888301333034178,0,0,0,6,383.609917,False
exp-no-repeat-guard-t2,retry-decorator__4y2wrcE,retry-decorator,no-repeat-guard,local/qwen3-8b,0.0,False,max_steps,30,30,109132,102225,6907,1715,66.539636,105.73410308198206,9.704797955957474,0,0,0,10,182.185816,False
exp-no-repeat-guard-t2,schema-validator-paths__x973LEW,schema-validator-paths,no-repeat-guard,local/qwen3-8b,0.0,False,max_steps,30,30,121893,114884,7009,1277,70.302531,76.55393271199982,5.19279616791755,0,0,0,15,152.214,False
exp-no-repeat-guard-t2,slugify-rules__rYpieCB,slugify-rules,no-repeat-guard,local/qwen3-8b,0.0,False,max_steps,30,30,80871,76781,4090,1534,38.588386,90.1182693759214,6.085881251929095,0,0,0,14,134.94164,False
exp-no-repeat-guard-t2,wordfreq-cli-options__v6tnEic,wordfreq-cli-options,no-repeat-guard,local/qwen3-8b,0.0,False,max_steps,30,30,113873,107417,6456,3324,63.847654999999996,209.34808217101593,6.792802960902918,0,0,0,13,280.144221,False
exp-bash-only-t1,billing-decimal__nQFJjWr,billing-decimal,bash-only,local/qwen3-8b,0.0,False,max_steps,30,30,137222,128614,8608,944,71.634367,54.34298370905765,8.631240709073609,0,28,0,28,134.771588,False
exp-bash-only-t1,config-deep-merge__QjGXRSN,config-deep-merge,bash-only,local/qwen3-8b,0.0,False,max_steps,30,30,55532,51704,3828,1167,35.288593,68.41908079392056,6.081251873984002,0,13,0,8,109.932796,False
